postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh,id,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating,ALGO,Total Potentian incl +100
3073,3274,25475,12.3,15625,11990,3635,0,3125,149,0,289243,"1,851,154",358.1,4639,KEON PARK,VIC,145.005955,-37.712474,PRESTON DC,Delivery Area,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.694627,145.0118427,20904122344,20904122344,209041223,Thomastown,20904,Whittlesea - Wallan,209,Melbourne - North East,1,1,1,1,Cooper,89.30950928,V1,PHN201,North Western Melbourne,Darebin,21890,Cooper,Inner Metropolitan,888,289243
2430,6679,15503,39.8,36834,27072,9300,462,6169,508,2,320766,"2,052,905",435.1,3334,BLACK HEAD,NSW,152.503209,-31.899311,TAREE DC,Delivery Area,Updated 6-Feb-2020,10805,Taree - Gloucester,108,Mid North Coast,R3,-32.0705367,152.5355518,10805116809,10805116809,108051168,Old Bar - Manning Point - Red Head,10805,Taree - Gloucester,108,Mid North Coast,2,2,3,3,Lyne,5.373253822,N2,PHN108,Hunter New England and Central Coast,Mid-Coast,15240,Lyne,Rural,880,321228
3805,7222,19221,36.6,35213,31450,3423,340,7030,191,1,311906,"1,996,195",367.5,9028,FOUNTAIN GATE,VIC,145.304198,-38.037026,NARRE WARREN DC,Delivery Area,Updated 6-Feb-2020,21203,Casey - South,212,Melbourne - South East,R1,-38.0175584,145.3038409,21202129823,21202145606,212021456,Narre Warren - South West,21202,Casey - North,212,Melbourne - South East,1,1,1,1,Holt,,V1,PHN203,South Eastern Melbourne,Casey,21610,Holt,Outer Metropolitan,867,312246
3690,5091,16881,27.8,31690,21507,8837,1346,4687,399,5,306324,"1,960,475",414.9,7048,WEST WODONGA,VIC,146.864361,-36.135717,WODONGA DC,Delivery Area,Updated 6-Feb-2020,20403,Wodonga - Alpine,204,Hume,R3,-36.1242129,146.8574235,20403107332,20403107332,204031073,West Wodonga,20403,Wodonga - Alpine,204,Hume,2,2,2,2,Indi,182.2188568,V2,PHN205,Murray,Wodonga,27170,Indi,Rural,863,307670
2444,8758,19614,41.3,49054,35525,12497,1032,8098,657,3,320080,"2,048,512",434.3,1992,BLACKMANS POINT,NSW,152.87253,-31.439614,PORT MACQUARIE DC,Delivery Area,Updated 6-Feb-2020,10804,Port Macquarie,108,Mid North Coast,R3,-31.3939587,152.8323499,10804116504,10804116504,108041165,Port Macquarie Region,10804,Port Macquarie,108,Mid North Coast,2,2,3,5,Cowper,,N2,PHN109,North Coast,Port Macquarie-Hastings,16380,Lyne,Rural,849,321112
2460,5941,12620,42.8,34201,24330,9413,458,5402,537,2,306781,"1,963,398",429.7,1864,ALUMY CREEK,NSW,153.271074,-29.320772,GRAFTON DC,Delivery Area,Updated 6-Feb-2020,11002,Inverell - Tenterfield,110,New England and North West,R3,-29.6418342,152.9588416,10401108036,10401108036,104011080,Grafton,10401,Clarence Valley,104,Coffs Harbour - Grafton,2,2,3,3,Page,14.9659977,N2,PHN109,North Coast,Richmond Valley,16610,Page,Rural,839,307239
4034,7301,17209,39.7,37986,28759,8577,650,6827,472,2,306443,"1,961,234",450.2,8347,ASPLEY,QLD,153.040051,-27.354711,VIRGINIA DC,Delivery Area,Updated 6-Feb-2020,30204,Sandgate,302,Brisbane - North,R1,-27.3639,153.0157,30202102719,30202102736,302021027,Aspley,30202,Chermside,302,Brisbane - North,1,1,1,1,Lilley,,Q1,PHN301,Brisbane North,Brisbane,31000,Petrie,Outer Metropolitan,837,307093
3806,6190,19001,30.9,32046,26574,5272,200,5873,316,1,297725,"1,905,437",350.8,9031,BERWICK,VIC,145.349488,-38.025018,NARRE WARREN DC,Delivery Area,Updated 6-Feb-2020,21203,Casey - South,212,Melbourne - South East,R1,-38.0309443,145.3437469,21202129311,21202129311,212021293,Berwick - North,21202,Casey - North,212,Melbourne - South East,1,1,1,1,La Trobe,,V1,PHN203,South Eastern Melbourne,Casey,21610,Menzies,,836,297925
3021,4158,19939,20.5,19119,17046,1598,475,4092,64,2,277602,"1,776,656",342.2,4782,ALBANVALE,VIC,144.796693,-37.743361,ST ALBANS DC,Delivery Area,Updated 6-Feb-2020,21301,Brimbank,213,Melbourne - West,R1,-37.746,144.765,21301133323,21301133323,213011333,Kings Park (Vic.),21301,Brimbank,213,Melbourne - West,1,1,1,1,Fraser,70.45981598,V1,PHN201,North Western Melbourne,Brimbank,21180,Gorton,Outer Metropolitan,824,278077
3280,2595,15797,15.3,15457,10455,4501,501,2415,178,2,272067,"1,741,228",340.6,6349,DENNINGTON,VIC,142.482889,-38.37884,WARRNAMBOOL DC,Delivery Area,Updated 6-Feb-2020,21702,Warrnambool - Otway Ranges,217,Warrnambool and South West,R3,-38.355833,142.441389,21702143202,21704147913,217041479,Warrnambool - North,21704,Warrnambool,217,Warrnambool and South West,2,2,3,3,Wannon,23.70321846,V2,PHN206,Western Victoria,Warrnambool,26730,Wannon,Rural,811,272568
3136,3924,20000,18.8,19765,15810,3419,536,3754,168,2,272311,"1,742,791",321.5,6753,CROYDON,VIC,145.282396,-37.779876,MOOROOLBARK DC,Delivery Area,Updated 6-Feb-2020,21103,Maroondah,211,Melbourne - Outer East,R1,-37.794384,145.2815432,21103126433,21103145110,211031451,Croydon - West,21103,Maroondah,211,Melbourne - Outer East,1,1,1,1,Deakin,,V1,PHN202,Eastern Melbourne,Maroondah,24410,Menzies,Outer Metropolitan,808,272847
3012,1558,10534,13.6,9806,5761,3845,200,1428,129,1,269117,"1,722,349",337.7,4759,BROOKLYN,VIC,144.861162,-37.807135,WEST FOOTSCRAY DC,Delivery Area,Updated 6-Feb-2020,21303,Maribyrnong,213,Melbourne - West,R1,-37.8173492,144.8465361,21301133833,21301133833,213011338,Sunshine West,21301,Brimbank,213,Melbourne - West,1,1,1,1,Maribyrnong,21.95538521,V1,PHN201,North Western Melbourne,Maribyrnong,24330,Maribyrnong,Inner Metropolitan,806,269317
3061,790,1726,25,16131,2292,11762,2077,432,351,7,281606,"1,802,277",357.1,4613,CAMPBELLFIELD,VIC,144.956763,-37.666265,SOMERTON DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.665113,144.955677,21005124305,21005124305,210051243,Campbellfield - Coolaroo,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,1,1,1,1,Calwell,133.8024902,V1,PHN201,North Western Melbourne,Moreland,25250,Calwell,Outer Metropolitan,806,283683
7310,2095,13463,14.7,11780,8456,2553,771,1980,113,2,261938,"1,676,401",325.2,11359,ABERDEEN,TAS,146.239406,-41.237355,DEVONPORT DC,Delivery Area,Updated 6-Feb-2020,60402,Devonport,604,West and North West,R3,-41.2443234,146.3264503,60402109001,60402109001,604021090,Quoiba - Spreyton,60402,Devonport,604,West and North West,3,3,3,3,Braddon,131.2296448,T1,PHN601,Tasmania,Devonport,61610,Lyons,Rural,787,262709
3844,3634,13243,25.1,24311,14689,7068,2554,3320,308,6,273630,"1,751,233",345,8873,BLACKWARRY,VIC,146.607101,-38.316869,TRARALGON DC,Delivery Area,Updated 6-Feb-2020,20505,Wellington,205,Latrobe - Gippsland,R3,-38.4193287,146.606259,20505110401,20505110401,205051104,Yarram,20505,Wellington,205,Latrobe - Gippsland,2,2,5,5,Gippsland,259.0991516,V2,PHN204,Gippsland,Latrobe,23810,Gippsland,Rural,785,276184
3429,4446,14258,29.3,23668,18835,4833,0,4175,271,0,275296,"1,761,894",339.8,5823,SUNBURY,VIC,144.728973,-37.56762,SUNBURY DC,Delivery Area,Updated 6-Feb-2020,21004,Sunbury,210,Melbourne - North West,R1,-37.581111,144.713889,21004124118,21004124118,210041241,Sunbury - South,21004,Sunbury,210,Melbourne - North West,1,1,1,1,Mcewen,,V1,PHN201,North Western Melbourne,Hume,23270,McEwen,Rural,784,275296
3037,5035,18676,25.9,25220,21535,2985,700,4831,202,2,270719,"1,732,605",333.6,4826,CALDER PARK,VIC,144.780474,-37.715579,Melbourne Metro,,Updated 6-Feb-2020,21304,Melton - Bacchus Marsh,213,Melbourne - West,R1,-37.679,144.762,21301134014,21301134014,213011340,Taylors Lakes,21301,Brimbank,213,Melbourne - West,1,1,1,1,Gorton,,V1,PHN201,North Western Melbourne,Brimbank,21180,Gorton,Outer Metropolitan,780,271419
4209,11050,22539,42.4,74877,49459,22186,3232,9551,1495,4,318236,"2,036,710",452.5,12066,CANOWINDRA,QLD,153.392892,-27.805498,QLD Country 1,,Updated 6-Feb-2020,30907,Ormeau - Oxenford,309,Gold Coast,R2,-27.8007,153.267,30907125703,30907125703,309071257,Pimpama,30907,Ormeau - Oxenford,309,Gold Coast,1,1,1,1,Forde,15.61482239,Q1,PHN303,Gold Coast,Gold Coast,33430,Forde,Outer Metropolitan,774,321468
3153,2190,8844,21.5,18393,8051,8652,1690,1899,285,6,263117,"1,683,949",315.6,6804,BAYSWATER,VIC,145.270141,-37.845116,BAYSWATER DC,Delivery Area,Updated 6-Feb-2020,21103,Maroondah,211,Melbourne - Outer East,R1,-37.843,145.268,21101125110,21101125110,211011251,Bayswater,21101,Knox,211,Melbourne - Outer East,1,1,1,1,Aston,,V1,PHN202,Eastern Melbourne,Maroondah,24410,Deakin,Outer Metropolitan,759,264807
4214,7751,14525,47.6,46556,29244,16171,1141,6920,827,4,290716,"1,860,582",417.3,12108,ARUNDEL,QLD,153.365576,-27.967005,ARUNDEL DC,Delivery Area,Updated 6-Feb-2020,30909,Southport,309,Gold Coast,R2,-27.9361398,153.3603181,30903123514,30903123514,309031235,Arundel,30903,Gold Coast - North,309,Gold Coast,1,1,1,1,Fadden,23.26005363,Q1,PHN303,Gold Coast,Gold Coast,33430,Moncrieff,Provincial,756,291857
2770,4945,19398,23.8,26822,19935,6327,560,4619,324,2,262639,"1,680,888",338.4,5700,BIDWILL,NSW,150.810246,-33.756443,NEPEAN DF,Delivery Area,Updated 6-Feb-2020,11603,Mount Druitt,116,Sydney - Blacktown,R1,-33.7315556,150.8231418,11603131323,11603131323,116031313,Bidwill - Hebersham - Emerton,11603,Mount Druitt,116,Sydney - Blacktown,1,1,1,1,Chifley,45.17899323,N1,PHN103,Western Sydney,Blacktown,10750,McMahon,Outer Metropolitan,753,263199
2153,6504,18151,31.3,38437,25458,11556,1423,5680,820,4,271214,"1,735,770",349.2,2783,BAULKHAM HILLS,NSW,150.955942,-33.731651,SEVEN HILLS DF,Delivery Area,Updated 4-Dec-2022,12504,Parramatta,125,Sydney - Parramatta,R1,-33.7619106,150.9929255,11501129038,11501129038,115011290,Baulkham Hills (East),11501,Baulkham Hills,115,Sydney - Baulkham Hills and Hawkesbury,1,1,1,1,Mitchell,74.63219452,N1,PHN103,Western Sydney,Blacktown,10750,Mitchell,Outer Metropolitan,738,272637
2567,5458,14129,32.8,36080,22736,13344,0,4639,819,0,271362,"1,736,716",353.8,1295,CURRANS HILL,NSW,150.756493,-34.055155,NARELLAN DC,Delivery Area,Updated 6-Feb-2020,12302,Campbelltown (NSW),123,Sydney - Outer South West,R1,-34.04084,150.76853,12301143532,12301143532,123011435,Mount Annan - Currans Hill,12301,Camden,123,Sydney - Outer South West,1,1,1,1,Hume,,N1,PHN105,South Western Sydney,Camden,11450,Macarthur,Outer Metropolitan,732,271362
3074,1727,7803,19.1,14038,6437,7342,259,1489,237,1,245807,"1,573,163",308,4644,THOMASTOWN,VIC,145.006644,-37.684684,EPPING DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.6837819,145.0107588,20904122305,20904122305,209041223,Thomastown,20904,Whittlesea - Wallan,209,Melbourne - North East,1,1,1,1,Scullin,,V1,PHN202,Eastern Melbourne,Darebin,21890,Scullin,Outer Metropolitan,714,246066
3076,3500,14186,23.1,21496,13885,5900,1711,3279,215,6,243880,"1,560,833",301.3,4647,EPPING,VIC,145.022137,-37.643598,EPPING DC,Delivery Area,Updated 6-Feb-2020,20904,Whittlesea - Wallan,209,Melbourne - North East,R1,-37.6341341,145.016269,20904121853,20904143315,209041433,Epping - West,20904,Whittlesea - Wallan,209,Melbourne - North East,1,1,1,1,Scullin,137.0411682,V1,PHN202,Eastern Melbourne,Darebin,21890,Scullin,Outer Metropolitan,705,245591
3156,4094,15127,25.7,22088,16608,4021,1459,3884,208,2,242146,"1,549,733",285.6,6808,FERNTREE GULLY,VIC,145.292895,-37.917932,FERNTREE GULLY DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,21202,Casey - North,212,Melbourne - South East,R1,-37.8826855,145.2776105,21101125332,21101144718,211011447,Ferntree Gully (North),21101,Knox,211,Melbourne - Outer East,1,1,1,1,Aston,,V1,PHN203,South Eastern Melbourne,Knox,23670,Casey,Rural,698,243605
3072,2261,14073,15.1,12844,8627,3633,584,2126,133,2,231745,"1,483,169",287.7,4631,GILBERTON,VIC,145.005702,-37.74247,Melbourne Metro,,Updated 6-Feb-2020,20902,Darebin - North,209,Melbourne - North East,R1,-37.7363,144.99,20902120660,20902142918,209021429,Preston - West,20902,Darebin - North,209,Melbourne - North East,1,1,1,1,Cooper,67.72307587,V1,PHN201,North Western Melbourne,Darebin,21890,Cooper,Inner Metropolitan,694,232329
6450,966,6403,13.6,9631,3890,1741,4000,874,91,1,227755,"1,457,629",311.1,10933,BANDY CREEK,WA,122.211127,-33.401152,ESPERANCE POST SHOP,Delivery Area,Updated 6-Feb-2020,50801,Esperance,508,Western Australia - Outback,R3,-33.8245509,121.9398871,50801119435,51101127402,511011274,Esperance,51101,Esperance,511,Western Australia - Outback (South),4,4,6,6,O'Connor,,W2,PHN503,Country WA,Esperance,53290,Durack,,683,231755
2322,3906,8139,40.9,27409,15746,11531,132,3330,575,1,250328,"1,602,100",341,3250,BERESFIELD,NSW,151.65415,-32.819819,METFORD DC,Delivery Area,Updated 6-Feb-2020,11103,Newcastle,111,Newcastle and Lake Macquarie,R3,-32.799,151.635,11103122309,11103122309,111031223,Beresfield - Hexham,11103,Newcastle,111,Newcastle and Lake Macquarie,1,1,1,1,Paterson,0,N2,PHN108,Hunter New England and Central Coast,Newcastle,15900,Paterson,Provincial,682,250460
4165,9559,14320,62.1,46022,36286,9536,200,8892,666,1,266861,"1,707,911",389.1,8072,MOUNT COTTON,QLD,153.263801,-27.623975,CLEVELAND DC,Delivery Area,Updated 6-Feb-2020,30102,Cleveland - Stradbroke,301,Brisbane - East,R1,-27.6166667,153.2166667,30102101102,30102101102,301021011,Sheldon - Mount Cotton,30102,Cleveland - Stradbroke,301,Brisbane - East,1,1,1,1,Bowman,31.57986069,Q1,PHN302,Brisbane South,Redland,36250,Bowman,Outer Metropolitan,678,267061
4110,3559,4467,63.9,31058,14333,13806,2919,2853,702,4,250703,"1,604,500",374.2,8227,ACACIA RIDGE,QLD,153.009526,-27.612178,ACACIA RIDGE DC,Delivery Area,Updated 6-Feb-2020,31001,Forest Lake - Oxley,310,Ipswich,R1,-27.583333,153.033333,30305107625,30305107625,303051076,Rocklea - Acacia Ridge,30305,Rocklea - Acacia Ridge,303,Brisbane - South,1,1,1,1,Moreton,319.4666748,Q1,PHN302,Brisbane South,Logan,34590,Oxley,Outer Metropolitan,671,253622
3214,2306,11530,19.5,12008,7969,2351,1688,2246,58,2,222049,"1,421,113",281.2,6665,CORIO,VIC,144.352385,-38.084781,NORTH GEELONG DC,Delivery Area,Updated 6-Feb-2020,20302,Geelong,203,Geelong,R2,-38.0741368,144.358638,20302103864,20302103864,203021038,Corio - Norlane,20302,Geelong,203,Geelong,1,1,1,1,Corio,13.32222271,V1,PHN206,Western Victoria,Greater Geelong,22750,Corio,Provincial,663,223737
3134,2675,13285,18.6,15753,10639,4810,304,2476,197,2,224682,"1,437,963",265.3,20764,HEATHWOOD,VIC,145.257929,-37.823058,Melbourne Metro,Delivery Area,Updated 6-Feb-2020,21104,Whitehorse - East,211,Melbourne - Outer East,R1,-37.8292,145.228,21103126745,21103126745,211031267,Ringwood East,21103,Maroondah,211,Melbourne - Outer East,1,1,1,1,Deakin,149.2310944,V1,PHN202,Eastern Melbourne,Maroondah,24410,Menzies,Outer Metropolitan,660,224986
6430,2085,10255,19.1,12981,9410,3451,120,1956,128,1,223270,"1,428,927",338.8,11148,BINDULI,WA,121.446478,-30.599071,KALGOORLIE DC,Delivery Area,Updated 6-Feb-2020,50803,Goldfields,508,Western Australia - Outback,R3,-30.7970668,121.3897405,50803120206,51103128202,511031282,Kambalda - Coolgardie - Norseman,51103,Goldfields,511,Western Australia - Outback (South),5,5,7,7,O'Connor,,W2,PHN503,Country WA,Coolgardie,51960,Durack,,656,223390
3754,5559,21698,24.6,30499,27134,2991,374,5331,227,1,231477,"1,481,453",297.5,6970,DOREEN,VIC,145.112985,-37.593554,DOREEN,Delivery Area,Updated 6-Feb-2020,20904,Whittlesea - Wallan,209,Melbourne - North East,R3,-37.605,145.146,20903121214,20903121214,209031212,Panton Hill - St Andrews,20903,Nillumbik - Kinglake,209,Melbourne - North East,1,1,1,1,Mcewen,165.8508911,V1,PHN202,Eastern Melbourne,Whittlesea,27070,Scullin,Outer Metropolitan,653,231851
2330,3200,8288,31.2,25133,12884,10078,2171,2590,607,3,235016,"1,504,103",305,3064,APPLETREE FLAT,NSW,150.972137,-32.760486,SINGLETON DC,Delivery Area,Updated 6-Feb-2020,11503,Hawkesbury,115,Sydney - Baulkham Hills and Hawkesbury,R3,-32.5057152,150.8692954,10601111306,10601111306,106011113,Singleton Region,10601,Lower Hunter,106,Hunter Valley exc Newcastle,3,2,5,5,Hunter,339.1072083,N2,PHN108,Hunter New England and Central Coast,Singleton,17000,Macquarie,Provincial,652,237187
2155,10045,20177,41.3,66866,42954,23206,706,8328,1715,2,269226,"1,723,049",346.7,2788,BEAUMONT HILLS,NSW,150.931074,-33.731523,SEVEN HILLS DF,Delivery Area,Updated 6-Feb-2020,11602,Blacktown - North,116,Sydney - Blacktown,R1,-33.7,150.941,11504130205,11504130205,115041302,Rouse Hill - Beaumont Hills,11504,Rouse Hill - McGraths Hill,115,Sydney - Baulkham Hills and Hawkesbury,1,1,1,1,Mitchell,-3492,N1,PHN103,Western Sydney,Blacktown,10750,Mitchell,Outer Metropolitan,640,269932
2615,6115,17970,30.6,35046,26662,8384,0,5497,618,0,235891,"1,509,701",326.9,4055,CHARNWOOD,ACT,149.029308,-35.215386,BELCONNEN DC,Delivery Area,Updated 6-Feb-2020,80102,Cotter - Namadgi,801,Australian Capital Territory,R2,-35.2,149.037,80101100407,80101100409,801011004,Charnwood,80101,Belconnen,801,Australian Capital Territory,1,1,1,1,Fenner,540.1757202,N2,PHN801,Australian Capital Territory,Unincorporated ACT,89399,Fenner,Inner Metropolitan,638,235891
6714,921,8399,8.2,12727,3618,5499,3610,688,229,4,213404,"1,365,786",363.1,10497,ANTONYMYRE,WA,116.349933,-21.145063,KARRATHA,Delivery Area,Updated 6-Feb-2020,50806,Pilbara,508,Western Australia - Outback,R3,-20.6543013,117.0915622,50806122313,51003127303,510031273,Roebourne,51003,West Pilbara,510,Western Australia - Outback (North),5,5,7,7,Durack,230.4021301,W3,PHN503,Country WA,Karratha,54310,Durack,Rural,635,217014
4215,4348,15741,24.9,25885,16437,8852,596,3924,422,2,224741,"1,438,340",320.4,12115,AUSTRALIA FAIR,QLD,153.397952,-27.967134,ARUNDEL DC,Delivery Area,Updated 6-Feb-2020,30909,Southport,309,Gold Coast,R2,-27.968589,153.41551,30909126636,30909154009,309091540,Southport - North,30909,Southport,309,Gold Coast,1,1,1,1,Moncrieff,,Q1,PHN303,Gold Coast,Gold Coast,33430,Moncrieff,Provincial,633,225337
3875,3142,9883,29.3,19739,12773,5438,1528,2900,238,4,221655,"1,418,589",279.6,8711,BAIRNSDALE,VIC,147.63201,-37.826032,BAIRNSDALE,Delivery Area,Updated 6-Feb-2020,20505,Wellington,205,Latrobe - Gippsland,R3,-37.833333,147.616667,20502108110,20502108110,205021081,Bairnsdale,20502,Gippsland - East,205,Latrobe - Gippsland,3,3,4,4,Gippsland,17.10434341,V2,PHN204,Gippsland,Wellington,26810,Gippsland,Rural,631,223183
3058,2713,14545,17.3,15125,10220,4273,632,2519,192,2,212155,"1,357,792",263.7,4604,BATMAN,VIC,144.964524,-37.739901,PRESTON DC,Delivery Area,Updated 6-Feb-2020,21003,Moreland - North,210,Melbourne - North West,R1,-37.7345019,144.9630404,20601110801,20601110801,206011108,Coburg,20601,Brunswick - Coburg,206,Melbourne - Inner,1,1,1,1,Wills,,V1,PHN201,North Western Melbourne,Moreland,25250,Wills,Inner Metropolitan,629,212787
3043,1518,8237,16.4,10649,5454,5048,147,1348,169,1,212462,"1,359,756",264.5,4846,GLADSTONE PARK,VIC,144.888368,-37.691916,NIDDRIE DC,Delivery Area,Updated 6-Feb-2020,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,R1,-37.6926696,144.8951801,21005124520,21005124520,210051245,Gladstone Park - Westmeadows,21005,Tullamarine - Broadmeadows,210,Melbourne - North West,1,1,1,1,Calwell,,V1,PHN201,North Western Melbourne,Moonee Valley,25060,Maribyrnong,Inner Metropolitan,626,212609
2325,4292,12882,29,31384,17786,8658,4940,3738,553,1,226411,"1,449,028",294.3,3297,ABERDARE,NSW,151.317476,-32.977861,CESSNOCK DC,Delivery Area,Updated 4-Dec-2022,10601,Lower Hunter,106,Hunter Valley exc Newcastle,R3,-32.8432874,151.3764381,10601110839,10601110839,106011108,Cessnock,10601,Lower Hunter,106,Hunter Valley exc Newcastle,2,2,3,3,Hunter,256.6052551,N2,PHN108,Hunter New England and Central Coast,Cessnock,11720,Hunter,Rural,626,231351
3178,4173,11605,34.6,20700,16912,3091,697,4017,155,1,221104,"1,415,068",261.5,6585,ROWVILLE,VIC,145.241589,-37.924431,FERNTREE GULLY DELIVERY CENTRE,Delivery Area,Updated 6-Feb-2020,21101,Knox,211,Melbourne - Outer East,R1,-37.9210442,145.2424941,21101125619,21101125619,211011256,Rowville - Central,21101,Knox,211,Melbourne - Outer East,1,1,1,1,Aston,,V1,PHN202,Eastern Melbourne,Knox,23670,Aston,Outer Metropolitan,626,221801
4053,6771,16946,37,35188,26969,7825,394,6278,491,2,233061,"1,491,594",340.4,8364,BROOKSIDE CENTRE,QLD,152.98725,-27.399573,STAFFORD DC,Delivery Area,Updated 6-Feb-2020,31401,Hills District,314,Moreton Bay - South,R1,-27.4092923,152.9792074,30404110108,30404110122,304041101,Mitchelton,30404,The Gap - Enoggera,304,Brisbane - West,1,1,1,1,Lilley,49.70472336,Q1,PHN301,Brisbane North,Brisbane,31000,Ryan,Outer Metropolitan,625,233455
2440,3811,9072,38.7,22318,15192,6372,754,3509,299,3,223282,"1,429,005",302.6,3387,ALDAVILLA,NSW,153.019648,-30.375791,KEMPSEY DC,Delivery Area,Updated 6-Feb-2020,11001,Armidale,110,New England and North West,R3,-31.081667,152.767778,10802115504,10802115504,108021155,Kempsey,10802,Kempsey - Nambucca,108,Mid North Coast,2,2,4,4,Cowper,21.01516914,N2,PHN109,North Coast,Coffs Harbour,11800,Cowper,Provincial,621,224036
3149,2972,10509,26.7,14902,12133,2769,0,2806,166,0,214318,"1,371,636",269.3,6793,MOUNT WAVERLEY,VIC,145.128118,-37.880748,MOUNT WAVERLEY MDC (NEW),Delivery Area,Updated 6-Feb-2020,21205,Monash,212,Melbourne - South East,R1,-37.8772869,145.1265477,21205132420,21205132420,212051324,Mount Waverley - South,21205,Monash,212,Melbourne - South East,1,1,1,1,Chisholm,,V1,PHN202,Eastern Melbourne,Monash,24970,Hotham,Inner Metropolitan,621,214318
2324,4611,12164,34.8,24697,17903,6458,336,4230,379,2,223535,"1,430,626",300.9,3272,BALICKERA,NSW,152.332617,-32.623108,HEATHERBREA DC,Delivery Area,Updated 6-Feb-2020,10801,Great Lakes,108,Mid North Coast,R3,-32.6643987,151.7979527,10603112311,10603112311,106031123,Seaham - Woodville,10603,Port Stephens,106,Hunter Valley exc Newcastle,2,2,2,5,Paterson,21.19322014,N2,PHN108,Hunter New England and Central Coast,Port Stephens,16400,Paterson,Provincial,620,223871
2541,3812,12511,27.3,24111,15633,7976,502,3413,397,2,220687,"1,412,395",285.6,717,BANGALEE,NSW,150.450994,-34.990592,NOWRA DC,Delivery Area,Updated 6-Feb-2020,11401,Shoalhaven,114,Southern Highlands and Shoalhaven,R3,-34.8443456,150.5646559,11401127732,11401127732,114011277,North Nowra - Bomaderry,11401,Shoalhaven,114,Southern Highlands and Shoalhaven,2,2,3,3,Gilmore,278.1890259,N2,PHN106,South Eastern NSW,Shoalhaven,16950,Gilmore,Rural,617,221189
2147,3881,13576,26,21898,14889,6517,492,3527,351,3,217098,"1,389,429",281.8,3045,KINGS LANGLEY,NSW,150.935836,-33.766075,SEVEN HILLS DF,Delivery Area,Updated 6-Feb-2020,11601,Blacktown,116,Sydney - Blacktown,R1,-33.7499763,150.9345044,11601130746,11601130746,116011307,Lalor Park - Kings Langley,11601,Blacktown,116,Sydney - Blacktown,1,1,1,1,Greenway,,N1,PHN103,Western Sydney,Blacktown,10750,Greenway,Outer Metropolitan,616,217590
3215,1889,9866,17.9,11202,7179,4023,0,1763,126,0,208446,"1,334,055",263.8,6668,BELL PARK,VIC,144.33452,-38.111002,NORTH GEELONG DC,Delivery Area,Updated 6-Feb-2020,20302,Geelong,203,Geelong,R2,-38.11,144.338,20302104718,20302104718,203021047,North Geelong - Bell Park,20302,Geelong,203,Geelong,1,1,1,1,Corio,,V1,PHN206,Western Victoria,Greater Geelong,22750,Corio,Provincial,616,208446
